x,y,z,parity
2.55,0.69,-4.45,1.00
-0.02,-0.04,0.45,2.00
-0.04,-0.14,0.39,2.00
-0.38,0.01,-2.11,1.00
-0.02,0.24,1.69,2.00
1.23,-1.44,6.42,2.00
-0.05,-0.05,-1.51,1.00
-1.04,0.26,-1.19,1.00
1.54,-2.69,1.53,2.00
-0.37,-0.17,-0.99,1.00
-0.25,-0.36,1.81,2.00
0.56,0.20,1.30,2.00
0.49,-0.75,-6.38,1.00
0.39,-5.63,-2.88,1.00
-2.75,0.96,1.91,2.00
0.46,0.48,1.15,2.00
0.05,-1.17,3.25,2.00
-0.09,-0.19,-0.78,1.00
1.14,-0.20,-3.62,1.00
-0.74,0.11,1.99,2.00
-0.00,0.41,7.29,2.00
2.36,0.89,-5.36,1.00
0.24,0.59,-4.73,1.00
0.32,0.36,-3.49,1.00
-1.56,-1.16,-1.97,1.00
-0.07,0.07,2.43,2.00
0.13,-1.38,1.25,2.00
-0.10,0.67,-5.70,1.00
-0.03,0.17,-0.87,1.00
1.12,1.35,-2.06,1.00
0.43,0.08,-0.54,1.00
-0.89,-0.68,-1.61,1.00
-1.34,-0.05,1.73,2.00
-0.03,-0.38,-3.06,1.00
-1.55,1.92,0.96,2.00
1.79,0.40,-2.90,1.00
2.84,0.54,-2.68,1.00
3.62,-1.80,-6.78,1.00
-0.11,-0.13,-2.38,1.00
-1.10,0.22,1.89,2.00
0.81,1.43,3.04,2.00
1.36,-1.01,-3.40,1.00
2.59,0.74,2.03,2.00
-0.72,-0.15,-3.92,1.00
1.05,0.91,-4.43,1.00
-2.76,0.22,-4.22,1.00
0.62,-1.01,-3.57,1.00
-1.74,-0.44,3.07,2.00
0.10,0.29,0.50,2.00
1.85,-1.99,-5.56,1.00
-0.10,0.06,0.73,2.00
-0.50,0.09,-1.98,1.00
0.94,-0.64,-2.33,1.00
-1.26,0.44,2.88,2.00
0.06,-2.17,1.65,2.00
0.06,-0.04,1.27,2.00
0.27,0.03,1.83,2.00
-0.69,0.19,-1.64,1.00
-3.43,3.93,-2.53,1.00
-2.10,0.21,6.71,2.00
0.19,0.01,0.61,2.00
0.31,0.26,1.61,2.00
-0.23,-0.21,3.54,2.00
-2.69,0.78,-3.04,1.00
0.04,0.50,1.13,2.00
0.55,-0.25,-0.79,1.00
2.66,2.17,-2.06,1.00
2.34,-0.47,2.49,2.00
-0.02,-0.01,1.00,2.00
1.50,-0.00,4.07,2.00
-0.01,-0.74,-1.10,1.00
0.15,0.05,-1.64,1.00
-0.46,-0.76,0.68,2.00
0.28,-0.55,-1.53,1.00
-1.54,0.98,3.46,2.00
0.03,0.02,-2.04,1.00
-1.04,-0.47,0.66,2.00
2.72,1.43,-2.84,1.00
2.94,-0.50,-4.45,1.00
-0.08,-0.07,1.99,2.00
0.34,-0.41,-1.40,1.00
-1.51,0.75,-2.32,1.00
-0.01,-0.01,3.94,2.00
-0.47,-0.21,-1.37,1.00
0.11,-0.19,2.13,2.00
-0.49,1.21,3.45,2.00
-0.08,0.30,0.40,2.00
-1.28,1.70,-3.29,1.00
0.77,-0.73,1.31,2.00
-0.13,-0.22,-2.47,1.00
1.57,-0.35,3.85,2.00
0.74,-1.18,-0.93,1.00
0.56,-1.65,-2.18,1.00
0.97,0.22,-0.84,1.00
0.16,0.15,-2.59,1.00
0.02,-0.85,-5.38,1.00
-3.49,-0.22,-5.17,1.00
-0.22,0.19,-4.72,1.00
0.08,-0.23,3.32,2.00
-0.51,-0.90,2.20,2.00
-0.84,-0.37,1.02,2.00
-0.46,1.28,-2.06,1.00
1.20,2.07,4.10,2.00
0.15,0.26,2.19,2.00
0.09,0.34,-2.69,1.00
-0.51,0.55,1.29,2.00
-0.21,0.96,-2.10,1.00
0.85,-0.25,1.40,2.00
-0.16,-0.68,-1.20,1.00
2.13,-0.32,5.53,2.00
-0.06,-0.71,0.91,2.00
0.19,-0.71,-3.86,1.00
0.14,0.05,2.91,2.00
-1.80,0.50,-1.44,1.00
0.19,0.30,-2.60,1.00
0.01,-0.17,-0.99,1.00
1.00,1.31,1.47,2.00
0.10,3.22,1.27,2.00
-0.22,-0.26,0.91,2.00
-0.10,-0.04,1.21,2.00
-0.54,-0.19,-2.98,1.00
-0.13,1.30,4.82,2.00
-0.10,-0.05,-0.43,1.00
0.12,-1.73,-3.83,1.00
-0.35,1.91,-1.46,1.00
2.02,-2.60,4.63,2.00
-0.24,-0.14,-3.58,1.00
-0.51,2.25,-8.73,1.00
-1.35,-0.86,-3.47,1.00
0.40,0.72,0.86,2.00
-1.07,-0.81,2.69,2.00
0.14,-0.10,-2.45,1.00
1.01,0.45,3.58,2.00
-0.41,-0.00,-0.92,1.00
-0.15,-0.50,-1.68,1.00
-1.09,2.46,-2.72,1.00
0.18,-0.03,0.89,2.00
0.80,2.65,-4.70,1.00
0.70,0.18,-0.82,1.00
-0.03,2.32,2.09,2.00
0.39,1.55,4.84,2.00
0.21,-0.27,3.49,2.00
-0.29,-0.02,-4.02,1.00
1.66,0.72,2.37,2.00
-1.41,-1.47,2.38,2.00
-0.59,-0.06,1.12,2.00
0.69,-0.82,-2.14,1.00
3.69,-1.12,7.68,2.00
-0.36,0.23,-1.70,1.00
0.09,0.15,1.68,2.00
-0.01,-0.01,3.35,2.00
-0.42,-0.16,4.80,2.00
-0.46,-0.05,1.87,2.00
0.16,-0.08,1.05,2.00
0.43,-0.35,1.98,2.00
1.34,3.16,3.29,2.00
-0.66,0.06,1.92,2.00
0.18,-0.26,-0.63,1.00
0.27,-0.24,2.07,2.00
0.33,0.67,1.32,2.00
-0.32,0.21,-5.54,1.00
1.36,2.39,0.99,2.00
1.20,-0.08,-1.41,1.00
1.00,0.03,6.50,2.00
0.00,0.00,-1.13,1.00
0.07,-0.13,2.03,2.00
-0.30,-0.80,1.64,2.00
0.94,0.97,-3.10,1.00
0.82,-0.90,2.78,2.00
0.37,1.41,-1.74,1.00
-0.03,-1.36,5.01,2.00
-0.01,-0.06,-0.72,1.00
-0.34,0.32,-0.74,1.00
-0.74,0.06,3.12,2.00
-0.82,2.15,-3.03,1.00
0.01,0.02,1.60,2.00
0.04,-0.48,-0.99,1.00
-0.26,-0.30,-4.28,1.00
-0.75,-0.85,2.34,2.00
0.06,-0.01,-0.83,1.00
2.08,-0.18,3.36,2.00
2.68,2.07,3.36,2.00
-2.33,-1.36,4.42,2.00
0.19,0.39,-3.54,1.00
-0.20,-1.17,-4.33,1.00
-1.50,0.66,2.08,2.00
0.01,-0.01,-0.12,1.00
-0.38,1.45,-1.38,1.00
0.12,-0.51,1.07,2.00
-0.12,-0.02,-0.84,1.00
0.44,-0.19,-1.00,1.00
0.11,0.33,0.77,2.00
3.33,1.03,-2.47,1.00
1.86,3.89,-5.26,1.00
0.52,-2.47,-1.90,1.00
-0.52,2.10,3.14,2.00
1.51,1.71,7.02,2.00
-0.22,0.10,2.87,2.00
-0.78,-1.25,-1.89,1.00
0.11,-0.93,-1.69,1.00
-0.07,1.45,4.11,2.00
-0.08,-0.24,-5.29,1.00
-0.54,0.48,0.86,2.00
1.38,0.14,1.43,2.00
-1.77,-0.52,0.48,2.00
0.81,1.27,1.98,2.00
-0.19,0.13,1.68,2.00
0.61,-2.75,2.70,2.00
2.27,-2.30,-1.04,1.00
0.18,0.09,-4.43,1.00
-0.20,-1.19,-1.56,1.00
-0.34,-0.82,-1.45,1.00
-0.12,-0.09,-0.57,1.00
-0.32,0.47,-2.17,1.00
-0.27,0.25,-0.77,1.00
0.18,0.15,3.79,2.00
-0.40,-0.16,-2.49,1.00
-0.03,0.98,-4.10,1.00
-1.44,-0.26,2.79,2.00
-0.21,0.76,1.32,2.00
-1.00,-1.54,2.08,2.00
0.72,1.41,3.88,2.00
-0.45,-0.39,1.80,2.00
-0.25,0.03,-0.67,1.00
0.03,-0.01,1.39,2.00
0.24,0.21,3.35,2.00
-1.09,-1.02,-2.76,1.00
2.93,1.01,2.56,2.00
0.19,0.05,-3.82,1.00
-0.57,-0.57,2.56,2.00
-0.46,-3.08,1.94,2.00
0.26,1.17,1.65,2.00
0.68,-0.04,-1.66,1.00
-0.46,0.23,2.30,2.00
0.35,-0.02,0.34,2.00
-2.25,-2.34,4.33,2.00
-0.73,-2.80,2.99,2.00
-0.26,-0.41,-0.49,1.00
-0.40,-1.02,4.50,2.00
0.66,-0.97,2.81,2.00
-0.62,0.09,-4.68,1.00
-1.44,-0.51,-2.25,1.00
0.78,-2.01,-4.30,1.00
-0.07,-0.26,0.54,2.00
-1.63,3.26,1.96,2.00
0.32,-0.07,-6.71,1.00
-0.47,0.08,-1.41,1.00
1.31,1.02,1.29,2.00
0.02,-0.06,-2.91,1.00
0.55,-0.60,2.62,2.00
-0.04,0.27,-1.04,1.00
-0.28,-0.17,-4.58,1.00
-0.27,0.18,1.84,2.00
0.06,0.20,1.19,2.00
-2.71,0.03,2.11,2.00
0.91,0.50,-0.82,1.00
1.46,-0.73,-3.11,1.00
-0.21,-1.22,-1.35,1.00
0.16,0.03,1.91,2.00
-1.37,0.43,4.06,2.00
-1.16,-0.51,-1.52,1.00
-1.01,-0.56,2.33,2.00
-0.56,-0.18,-3.20,1.00
-0.77,0.81,2.26,2.00
-1.34,0.68,1.55,2.00
1.77,-3.00,7.24,2.00
0.93,2.66,-3.93,1.00
0.03,0.03,0.51,2.00
-0.59,2.48,-2.10,1.00
-1.09,-0.11,-3.25,1.00
0.03,0.84,1.62,2.00
0.33,-0.49,-1.34,1.00
-0.15,-0.21,0.60,2.00
-0.19,-0.12,0.09,2.00
0.55,-0.16,-1.74,1.00
-0.31,1.20,-2.26,1.00
0.03,0.01,2.10,2.00
-0.36,0.25,-3.64,1.00
-0.91,-1.33,3.15,2.00
-2.12,-1.16,-2.39,1.00
0.87,1.00,-1.42,1.00
-0.11,-0.03,0.87,2.00
1.01,-0.17,1.93,2.00
0.04,0.10,1.91,2.00
3.55,-3.02,-4.10,1.00
0.87,2.09,3.59,2.00
-0.05,0.01,3.04,2.00
0.55,0.94,3.41,2.00
0.01,0.01,-1.19,1.00
0.09,0.13,-3.48,1.00
-0.24,0.15,3.91,2.00
1.81,-1.47,-1.65,1.00
-1.53,0.88,-4.83,1.00
2.93,-1.14,-2.89,1.00
0.70,0.08,0.56,2.00
-0.43,-0.34,4.31,2.00
1.95,-0.54,1.27,2.00
-0.38,-0.21,1.41,2.00
0.75,1.52,-1.96,1.00
0.01,-0.00,3.45,2.00
0.80,-0.31,-3.61,1.00
-0.01,0.04,-1.15,1.00
0.82,-1.24,-0.99,1.00
0.07,-0.00,-0.90,1.00
-0.39,-0.18,1.59,2.00
-0.06,-0.02,-0.16,1.00
1.20,0.08,0.30,2.00
-0.89,-0.96,-1.72,1.00
0.76,1.29,-2.91,1.00
0.02,-0.60,-2.18,1.00
-0.07,-0.13,-2.12,1.00
0.54,-1.45,0.93,2.00
-0.67,0.52,-1.84,1.00
0.17,1.37,4.04,2.00
1.21,-0.88,4.67,2.00
-2.95,-0.41,-2.99,1.00
-0.33,-1.07,-1.82,1.00
-0.19,0.89,1.92,2.00
0.00,-0.02,1.33,2.00
-0.18,-0.01,1.02,2.00
0.81,0.82,2.27,2.00
0.16,-0.01,-1.39,1.00
1.28,2.24,3.76,2.00
0.92,0.40,-1.95,1.00
-0.49,1.25,-4.23,1.00
-0.50,0.61,4.79,2.00
1.75,2.99,1.80,2.00
1.35,-0.49,-1.22,1.00
0.23,-0.33,-3.24,1.00
0.44,0.10,3.70,2.00
0.33,-0.41,-4.42,1.00
-0.86,1.36,-1.10,1.00
-0.43,0.55,-2.51,1.00
-0.68,2.20,-3.27,1.00
0.99,0.14,3.02,2.00
0.57,0.29,-1.18,1.00
-0.68,-1.35,3.75,2.00
-0.01,1.13,0.99,2.00
0.56,-2.14,1.21,2.00
-0.02,0.04,0.49,2.00
1.90,-0.17,-3.11,1.00
-0.05,-0.10,-5.34,1.00
0.04,-1.42,-4.18,1.00
0.31,0.01,-0.88,1.00
-0.06,-0.09,-1.85,1.00
0.49,-0.25,2.19,2.00
-1.07,-0.34,3.33,2.00
0.87,0.99,-1.40,1.00
-0.23,0.10,2.17,2.00
-1.96,-0.90,-4.92,1.00
0.96,-0.07,-3.22,1.00
1.52,-0.87,-5.20,1.00
0.00,-0.18,-1.90,1.00
0.54,-0.17,1.40,2.00
-0.42,1.59,-2.75,1.00
0.96,0.27,0.71,2.00
-0.25,-0.03,-5.04,1.00
0.06,-1.14,1.39,2.00
-0.36,-0.03,-6.78,1.00
0.15,0.15,1.01,2.00
0.57,0.24,5.29,2.00
2.43,-0.49,2.24,2.00
0.83,-1.18,-3.18,1.00
-1.65,0.80,-7.06,1.00
0.95,-0.12,1.38,2.00
1.00,2.86,1.72,2.00
-0.68,1.20,-0.94,1.00
-0.53,-0.15,-2.60,1.00
-0.03,0.02,1.41,2.00
-0.03,0.91,-0.49,1.00
0.04,0.03,0.38,2.00
-0.20,-0.05,-2.92,1.00
-0.53,0.23,-2.94,1.00
-0.72,-0.31,1.60,2.00
-0.23,0.20,-7.98,1.00
-2.32,-0.30,-3.14,1.00
0.32,-0.74,-2.37,1.00
-1.31,1.95,2.29,2.00
-0.58,-0.07,-0.92,1.00
0.20,0.21,-1.47,1.00
-0.16,-0.97,-2.06,1.00
-1.59,0.30,-3.62,1.00
-0.19,0.06,0.90,2.00
-3.31,-2.28,-2.09,1.00
-0.23,-0.06,-1.48,1.00
-0.33,-0.79,1.78,2.00
-0.63,-0.73,-1.31,1.00
0.17,0.82,2.01,2.00
0.58,0.04,1.60,2.00
-0.17,-0.19,1.45,2.00
-0.41,0.91,-2.21,1.00
-0.11,-0.31,1.69,2.00
4.33,0.80,5.80,2.00
-0.91,-0.32,2.00,2.00
-0.02,-0.09,1.40,2.00
0.13,0.32,-2.32,1.00
-1.18,-0.44,3.58,2.00
0.58,-0.88,2.47,2.00
-1.72,1.05,-2.88,1.00
-0.21,-0.18,-0.35,1.00
-3.27,3.94,-2.42,1.00
0.95,-1.80,4.44,2.00
2.44,6.09,2.13,2.00
0.42,-0.27,-6.16,1.00
0.46,-0.20,-1.56,1.00
-0.07,-0.08,-1.33,1.00
-0.51,1.51,-1.48,1.00
-0.07,-0.09,-2.31,1.00
0.06,-2.07,1.98,2.00
-0.30,0.68,2.30,2.00
0.12,0.18,-2.92,1.00
-1.17,1.74,7.13,2.00
0.05,-0.21,-1.45,1.00
-0.04,-1.00,1.66,2.00
0.65,0.09,0.42,2.00
2.80,1.71,-3.11,1.00
-0.54,0.41,1.55,2.00
-1.55,-0.40,4.47,2.00
-1.81,-2.02,1.95,2.00
-0.11,-0.41,-2.23,1.00
-0.09,-0.56,-0.86,1.00
-0.77,0.73,2.47,2.00
-0.11,1.99,1.34,2.00
1.37,1.78,2.56,2.00
0.40,0.25,0.63,2.00
-0.19,-0.28,0.24,2.00
-0.07,0.18,-3.50,1.00
0.44,-0.44,2.61,2.00
-0.09,-0.95,0.92,2.00
-0.36,0.02,-0.59,1.00
-0.40,1.50,-1.05,1.00
0.94,0.30,-1.87,1.00
0.47,-0.56,4.19,2.00
0.20,0.14,1.25,2.00
0.06,0.02,1.22,2.00
1.29,0.40,-4.84,1.00
-0.03,0.37,-1.69,1.00
0.82,0.29,-3.36,1.00
-1.94,0.22,1.12,2.00
-1.64,-0.14,-2.63,1.00
0.08,0.69,1.44,2.00
-0.19,-0.34,2.42,2.00
0.03,0.26,2.49,2.00
-0.05,-0.04,4.77,2.00
-1.40,0.64,1.32,2.00
0.35,0.12,0.77,2.00
-0.03,-0.10,1.40,2.00
-0.73,-0.22,3.98,2.00
-0.30,0.28,0.62,2.00
1.17,-1.42,-1.68,1.00
-0.61,-1.79,1.90,2.00
0.21,0.06,1.05,2.00
-0.00,-0.03,1.98,2.00
-0.11,1.09,-1.66,1.00
0.56,0.79,-1.83,1.00
0.07,-0.04,-1.04,1.00
1.39,1.05,2.61,2.00
-0.92,-0.80,-3.57,1.00
0.32,0.61,-0.84,1.00
0.43,1.87,0.96,2.00
-0.21,0.47,1.67,2.00
-2.17,-1.16,-6.77,1.00
0.09,-0.15,-0.97,1.00
3.69,1.98,-6.22,1.00
1.78,-1.65,-4.19,1.00
1.21,-0.23,-2.52,1.00
-0.47,-0.21,-0.35,1.00
0.38,-0.06,1.47,2.00
2.51,-5.44,-4.63,1.00
-0.13,-1.14,1.07,2.00
-0.11,-0.08,-1.20,1.00
-1.45,-3.00,2.28,2.00
2.36,1.67,5.31,2.00
0.07,-0.06,5.79,2.00
-0.16,0.19,1.61,2.00
-0.17,-2.29,-2.42,1.00
0.37,-0.68,-1.89,1.00
-0.27,-0.97,1.48,2.00
0.26,0.41,-3.30,1.00
2.27,0.62,1.26,2.00
-3.25,1.27,-2.38,1.00
-0.28,0.25,0.79,2.00
0.06,0.19,-3.85,1.00
-0.17,0.18,0.76,2.00
2.46,1.50,7.39,2.00
0.15,-1.17,2.54,2.00
-0.28,1.10,-2.53,1.00
-1.54,2.11,0.65,2.00
2.98,-1.94,3.48,2.00
0.30,0.93,3.12,2.00
-0.31,-0.87,2.71,2.00
-0.54,0.31,1.25,2.00
0.15,-1.64,2.01,2.00
-0.78,0.40,1.71,2.00
-1.21,1.20,2.20,2.00
-0.04,0.35,-2.81,1.00
0.44,0.25,1.16,2.00
-0.42,-0.72,3.95,2.00
-5.44,0.91,3.13,2.00
0.39,-2.12,2.90,2.00
1.50,0.56,2.54,2.00
0.52,-1.86,-2.81,1.00
-1.37,0.45,-3.58,1.00
0.57,-1.53,3.38,2.00
0.17,-0.55,3.05,2.00
0.25,0.45,1.58,2.00
0.09,0.66,4.42,2.00
1.49,-1.11,2.17,2.00
-0.49,2.14,-1.99,1.00
0.18,0.04,0.21,2.00
0.55,2.28,-1.37,1.00
-0.68,-0.66,3.27,2.00
-2.23,-2.09,5.41,2.00
0.81,-1.01,2.10,2.00
1.23,1.66,1.80,2.00
-0.60,-2.10,2.40,2.00
-0.34,-0.43,6.76,2.00
0.11,0.20,-2.16,1.00
0.29,-0.59,1.35,2.00
0.34,0.59,-1.42,1.00
-0.27,-0.35,1.19,2.00
0.37,-0.56,3.87,2.00
-0.28,0.42,-5.24,1.00
0.73,-0.01,3.73,2.00
0.32,2.12,4.74,2.00
2.61,-1.14,-3.92,1.00
0.34,0.09,-0.43,1.00
-1.00,-0.09,3.92,2.00
-0.63,1.78,-2.32,1.00
0.82,0.64,-1.87,1.00
0.35,1.45,-2.35,1.00
0.90,0.86,-2.36,1.00
1.23,0.44,-2.27,1.00
0.09,-0.07,-1.62,1.00
-0.38,-0.82,-3.39,1.00
-0.37,-0.27,-2.37,1.00
-0.36,-0.46,-2.13,1.00
0.87,-0.41,0.97,2.00
-0.57,-0.25,-1.42,1.00
0.09,-0.37,-0.44,1.00
1.85,0.15,-4.23,1.00
1.71,-0.37,-2.46,1.00
-0.16,-0.32,1.59,2.00
0.03,0.01,-1.70,1.00
0.89,0.45,1.23,2.00
0.15,0.45,1.47,2.00
-0.10,-0.07,-1.08,1.00
1.56,-2.22,2.73,2.00
-0.40,0.23,1.24,2.00
-2.06,0.90,-3.92,1.00
0.63,0.39,1.99,2.00
-0.02,0.01,1.06,2.00
0.40,1.40,-1.53,1.00
3.68,0.22,-1.27,1.00
-1.26,-0.06,-4.42,1.00
1.24,-0.57,1.66,2.00
-0.45,-0.17,0.84,2.00
-0.31,-0.58,3.66,2.00
0.63,-1.12,-3.58,1.00
-0.33,0.19,0.82,2.00
0.86,0.47,3.85,2.00
0.31,0.00,-0.60,1.00
0.44,-0.45,4.79,2.00
-2.29,0.44,1.63,2.00
-0.24,-0.13,-0.78,1.00
-0.06,-0.93,1.02,2.00
1.30,-1.37,3.56,2.00
-0.19,0.05,-2.19,1.00
0.69,-3.30,-0.87,1.00
-0.10,0.21,2.37,2.00
0.00,-0.04,3.75,2.00
-1.73,-0.39,-3.34,1.00
0.83,-0.21,-3.19,1.00
0.18,0.07,1.25,2.00
-1.18,0.44,5.76,2.00
-0.80,-0.56,-2.15,1.00
-1.58,1.94,3.06,2.00
2.83,-1.44,-2.16,1.00
-0.24,0.64,2.05,2.00
-1.84,0.82,3.34,2.00
0.35,0.18,4.68,2.00
3.36,4.38,-3.94,1.00
-1.35,-0.79,2.62,2.00
1.62,-1.40,-2.11,1.00
-0.26,1.09,-3.31,1.00
0.18,-1.35,-4.64,1.00
1.13,-4.27,-5.79,1.00
-1.74,-0.39,2.81,2.00
-0.35,0.42,2.28,2.00
-0.02,0.06,3.17,2.00
1.68,0.54,1.07,2.00
0.06,-0.02,-8.77,1.00
-1.92,0.76,-3.35,1.00
0.70,4.37,-4.23,1.00
3.82,-0.34,-8.38,1.00
-0.27,-1.85,2.92,2.00
-0.47,-1.63,-1.98,1.00
0.31,0.27,-0.66,1.00
-0.02,-0.07,1.77,2.00
-0.46,-0.04,-2.42,1.00
-4.67,-1.95,6.01,2.00
1.25,-1.79,1.58,2.00
0.10,5.29,-4.40,1.00
-0.18,-0.84,2.59,2.00
-1.27,-1.48,-3.70,1.00
1.03,-1.36,0.49,2.00
-0.05,0.13,2.69,2.00
0.16,0.01,1.11,2.00
-0.22,0.07,-3.24,1.00
-0.70,-0.31,3.37,2.00
-0.21,-0.45,1.03,2.00
0.13,0.14,3.11,2.00
-0.07,0.59,-2.99,1.00
-0.30,-0.41,1.46,2.00
-0.15,-2.76,-6.66,1.00
0.04,-0.05,2.88,2.00
1.57,0.32,3.62,2.00
-2.07,-0.32,2.03,2.00
-0.65,1.36,4.83,2.00
0.16,0.57,-1.70,1.00
0.02,-0.11,-4.64,1.00
-0.30,0.61,-3.98,1.00
1.69,-1.49,5.71,2.00
-0.15,-0.10,9.63,2.00
-5.08,-0.02,-2.76,1.00
1.02,0.06,1.56,2.00
0.64,1.30,4.53,2.00
-1.31,1.34,3.48,2.00
-0.51,-0.01,5.76,2.00
1.15,-1.04,5.50,2.00
0.35,0.36,1.81,2.00
-0.06,-0.34,3.76,2.00
-0.02,0.03,-3.21,1.00
-0.04,0.24,1.86,2.00
0.80,0.44,2.30,2.00
0.04,-0.09,-0.51,1.00
-1.51,0.54,2.27,2.00
0.39,0.43,-3.87,1.00
2.51,-1.21,-1.11,1.00
-2.97,3.09,-3.63,1.00
-0.19,-0.10,-2.55,1.00
0.35,0.62,0.63,2.00
-0.60,-0.50,1.96,2.00
0.40,0.19,-6.89,1.00
0.24,-0.00,1.71,2.00
1.20,0.72,1.31,2.00
0.01,-0.07,-1.81,1.00
-1.27,-0.56,-1.37,1.00
-4.26,3.26,4.41,2.00
0.05,-0.07,1.19,2.00
0.62,0.22,-2.48,1.00
0.02,0.01,-1.30,1.00
3.46,-0.06,2.76,2.00
0.37,0.52,1.22,2.00
0.03,-0.23,-2.50,1.00
-2.15,-0.17,1.75,2.00
1.32,-0.55,-0.77,1.00
2.62,-0.63,-5.44,1.00
0.46,-1.59,4.49,2.00
1.12,-1.08,-0.74,1.00
0.27,0.29,-0.53,1.00
0.33,-0.35,-2.46,1.00
-1.36,-1.12,2.46,2.00
0.66,0.00,-1.16,1.00
1.08,-0.61,-2.26,1.00
0.02,-0.04,4.48,2.00
-0.26,1.29,-1.90,1.00
2.17,-0.48,-1.27,1.00
-0.81,0.65,2.13,2.00
0.11,0.24,-2.38,1.00
-0.16,0.54,2.97,2.00
-1.15,0.47,-4.32,1.00
-4.73,0.59,-5.38,1.00
-1.30,1.16,4.09,2.00
0.10,-0.18,2.12,2.00
-1.10,0.45,-6.53,1.00
-0.81,1.80,-2.28,1.00
0.14,-0.12,5.06,2.00
-0.14,0.08,-4.59,1.00
2.08,-1.10,3.04,2.00
0.24,-0.10,2.76,2.00
-1.78,-0.44,3.92,2.00
0.22,2.35,-3.05,1.00
0.34,-0.40,0.92,2.00
2.63,1.90,4.25,2.00
1.87,-0.48,-2.23,1.00
1.28,-1.06,2.95,2.00
-0.58,-0.80,1.70,2.00
0.37,-0.02,0.56,2.00
0.10,-2.62,4.84,2.00
-0.52,-0.54,1.72,2.00
0.71,0.40,1.93,2.00
0.00,-0.01,-1.30,1.00
-0.07,-0.03,-2.76,1.00
0.06,-0.13,0.64,2.00
-0.20,-1.08,-3.51,1.00
0.20,-0.02,0.21,2.00
0.68,0.87,-4.71,1.00
3.17,0.28,-3.75,1.00
-0.28,-0.16,-4.25,1.00
0.27,0.47,2.17,2.00
0.32,1.97,2.24,2.00
-0.39,-0.39,1.10,2.00
0.04,0.01,-1.02,1.00
-0.46,-0.41,2.70,2.00
0.37,1.56,-4.92,1.00
0.03,-0.09,-4.45,1.00
-0.94,0.09,3.10,2.00
0.39,-1.32,3.92,2.00
-0.13,0.38,-2.15,1.00
1.05,-3.14,-2.12,1.00
-0.43,-1.78,-2.40,1.00
0.37,-0.10,-2.83,1.00
-0.70,0.68,-4.65,1.00
-7.05,-0.18,4.89,2.00
-1.18,0.98,7.12,2.00
0.08,0.64,-3.23,1.00
-0.48,0.12,-1.60,1.00
0.17,-1.15,0.57,2.00
-0.81,1.29,-1.09,1.00
-0.01,-0.36,-1.02,1.00
0.61,0.25,3.02,2.00
-2.66,-0.40,-2.05,1.00
1.36,-1.12,-1.89,1.00
-0.43,0.02,1.48,2.00
-0.24,2.02,2.24,2.00
-0.48,-0.33,-2.19,1.00
3.12,-1.89,-1.48,1.00
-0.12,-0.75,1.48,2.00
0.94,-0.07,1.94,2.00
-0.10,-0.07,1.29,2.00
-2.19,-0.43,-2.56,1.00
0.19,-0.03,-0.48,1.00
-0.74,-1.97,-1.13,1.00
0.37,0.11,1.55,2.00
0.74,0.99,-4.94,1.00
3.02,-0.20,-2.15,1.00
-0.93,-0.81,2.38,2.00
-4.02,-2.37,3.62,2.00
0.11,0.23,1.52,2.00
-0.28,0.51,2.36,2.00
-0.43,-0.25,4.36,2.00
-0.69,0.23,-2.20,1.00
-0.84,-4.70,2.66,2.00
-1.90,0.88,5.14,2.00
-0.67,-0.03,-8.25,1.00
-0.91,-3.94,5.07,2.00
-0.85,0.78,-0.28,1.00
-2.26,0.71,1.97,2.00
0.56,-1.05,1.43,2.00
-0.15,-0.70,-3.19,1.00
3.11,0.41,-1.39,1.00
-0.76,0.01,0.55,2.00
-0.43,-0.23,4.71,2.00
1.14,0.35,-2.22,1.00
0.86,-0.84,-0.21,1.00
-1.05,-2.98,-4.29,1.00
0.38,-0.39,2.52,2.00
0.35,-0.05,-1.79,1.00
0.52,0.39,-1.12,1.00
-0.91,1.08,1.93,2.00
-0.15,0.50,-2.44,1.00
0.61,3.29,2.61,2.00
-0.70,1.17,-1.31,1.00
2.63,0.49,1.31,2.00
-2.09,0.11,2.60,2.00
0.25,0.20,-3.18,1.00
0.20,0.58,3.62,2.00
0.31,0.87,1.24,2.00
0.05,-0.40,-0.52,1.00
0.36,-0.45,2.53,2.00
-1.41,-1.32,4.47,2.00
0.43,0.37,-3.18,1.00
0.13,-0.10,-4.14,1.00
-0.01,-0.30,-2.24,1.00
-6.31,-0.78,-1.77,1.00
-0.92,0.71,0.44,2.00
-0.43,-1.09,2.42,2.00
0.81,1.62,2.41,2.00
0.62,1.02,3.73,2.00
-0.57,-0.02,-0.94,1.00
0.21,0.28,0.49,2.00
-0.23,-0.51,2.65,2.00
0.00,0.00,2.99,2.00
-0.08,-0.41,0.41,2.00
-1.46,0.79,-1.16,1.00
0.16,-1.37,0.69,2.00
2.17,-0.07,2.22,2.00
2.27,0.94,4.52,2.00
-1.42,1.73,5.54,2.00
0.31,0.09,-3.51,1.00
-0.72,-1.24,-3.68,1.00
-1.50,2.18,7.57,2.00
-0.03,-0.02,2.11,2.00
-1.11,1.06,3.23,2.00
0.37,-0.98,-1.00,1.00
-0.05,0.10,2.01,2.00
3.14,-0.66,5.26,2.00
1.35,-1.06,-1.26,1.00
